Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745452154.27,37.87365066866961,-122.25610833282735,37.0,2.0,3.0,3.0,16.927265625,55.65088012849427,1002.4012826364426,90.71705769243088,178932.5
1745452156.22,37.87364811851574,-122.256112784788,37.5,2.0,3.0,3.0,16.95919921875,55.583208058390625,1002.4402149521449,90.39008723418229,179751.0
1745452158.25,37.873645082495365,-122.25611813050017,37.5,2.0,3.0,3.0,16.99015625,55.531031483196095,1002.4824834034613,90.03510994760283,178753.0
1745452160.22,37.87361424726455,-122.25629342837186,34.0,2.0,3.0,3.0,17.019062499999997,55.484843103439836,1002.5371367809298,89.57614057282393,180302.5
1745452162.25,37.87361032140619,-122.25630812067769,41.5,2.0,3.0,3.0,17.04181640625,55.41291900801187,1002.5776919001873,89.23557808222137,179477.5
1745452164.25,37.873605320798134,-122.25632470625128,43.0,2.0,3.0,3.0,17.05568359375,55.333638405971016,1002.6153405545583,88.91943297391694,180025.5
1745452166.22,37.873605320798134,-122.25632470625128,36.0,2.0,3.0,3.0,17.05568359375,55.333638405971016,1002.6153405545583,88.91943297391694,180025.5
1745452168.23,37.873605320798134,-122.25632470625128,36.0,2.0,3.0,3.0,17.066914062499997,55.27586436778468,1002.635783284346,88.74777430000228,179843.0
1745452170.25,37.873600148335576,-122.25663780969484,40.5,2.0,3.0,3.0,17.07267578125,55.239212422801785,1002.655083543376,88.5857116113446,179751.5
1745452172.23,37.87359992804392,-122.25664195288105,34.0,2.0,3.0,3.0,17.088984375,55.216386350154515,1002.6642229507262,88.50896973335725,179665.5
1745452174.25,37.87359961395309,-122.25666020686513,38.0,2.0,4.0,4.0,17.10939453125,55.19720604579162,1002.6788401705543,88.38623284812232,179934.0
1745452176.23,37.873683444119116,-122.25674892058969,37.0,2.0,4.0,4.0,17.12375,55.14921474190731,1002.6845689577669,88.33813004645646,181039.5
